epoch,train_acc,val_acc,train_loss,val_loss
1,0.4867648298535982,0.48925515523063307,1.9343016147613525,1.7403613328933716
2,0.36468373282378397,0.36236599678720127,1.7453736066818237,1.6515487432479858
3,0.36468373282378397,0.36236599678720127,1.6469364166259766,1.6190603971481323
4,0.4054429988478939,0.4030505196210209,1.6174112558364868,1.540624976158142
5,0.44622685250231825,0.44502999704947055,1.5394543409347534,1.2964013814926147
6,0.4671368758254419,0.46566731141199225,1.29469633102417,1.1048096418380737
7,0.5927269789529884,0.5940399304986395,1.102282166481018,1.0493505001068115
8,0.53457372074072,0.5360046552798086,1.0475324392318726,1.0889554023742676
9,0.6265876584145896,0.6262007015703374,1.0874212980270386,0.9818160533905029
10,0.6287021946216315,0.6282414844441531,0.9782752990722656,0.9363701939582825
11,0.6494190294208559,0.649296790479625,0.9319283962249756,0.8774435520172119
12,0.6315157220333267,0.6299708225420451,0.8742855191230774,0.8864549994468689
13,0.666293168853795,0.6656230534701505,0.8839254379272461,0.8544632792472839
14,0.6674136622924102,0.6663770776644921,0.8513514399528503,0.8386011719703674
15,0.6823243038188103,0.6811870963511786,0.8348937630653381,0.7887881398200989
16,0.6659454295107764,0.6660082614824772,0.7859050631523132,0.7756951451301575
17,0.6849973304858515,0.6847031439530538,0.7740843296051025,0.7536531090736389
18,0.6916149155590524,0.6912025046716717,0.7513207793235779,0.7507869601249695
19,0.6995110574086043,0.6987755302757106,0.746616780757904,0.7315930128097534
20,0.6919415797903729,0.691538537193063,0.727683424949646,0.7272993922233582
21,0.705865203585579,0.7056437071763433,0.7246996760368347,0.7096949219703674
22,0.6996375080787928,0.6983001671966692,0.7065200209617615,0.7115376591682434
23,0.7119383482732459,0.7111923417368783,0.7073702812194824,0.6923909783363342
24,0.7009898277460871,0.7005622397796938,0.6892386674880981,0.6927541494369507
25,0.7082783038750106,0.708184440874668,0.6910199522972107,0.6803216934204102
26,0.7043442830247,0.7040946792118808,0.6780465245246887,0.6848742365837097
27,0.7186929215724843,0.718568665377176,0.6823887228965759,0.6730693578720093
28,0.7297714052884481,0.7301822771530669,0.6717641353607178,0.6703684329986572
29,0.7197607272318544,0.7198718158869619,0.6693459749221802,0.6654762029647827
30,0.7198344901227977,0.7196587220929089,0.6634109616279602,0.6630512475967407
31,0.7202946300615394,0.7206996033177064,0.6609086394309998,0.6554755568504333
32,0.7244358895102144,0.7247401894895584,0.6541910767555237,0.6499083638191223
33,0.7334806249473123,0.7341327082582041,0.6488003730773926,0.6459804177284241
34,0.7356162362660522,0.7366734419565288,0.6443602442741394,0.6449606418609619
35,0.7382717003400118,0.7387715962364357,0.6432046890258789,0.6397839784622192
36,0.7373900581673083,0.7380913352784972,0.6384022831916809,0.6373870372772217
37,0.7379485486273077,0.7387470084909681,0.6360023617744446,0.6324491500854492
38,0.7342709416359907,0.735509622004393,0.6304346323013306,0.6313186883926392
39,0.7372987326832833,0.7386896370848769,0.6288991570472717,0.6261787414550781
40,0.73847542641976,0.7399026325279481,0.6240744590759277,0.6240707039833069
41,0.7417947565122095,0.7428285742385995,0.62221360206604,0.6188066005706787
42,0.7422584089695675,0.7424925417172081,0.6165550351142883,0.6168094873428345
43,0.7434105150757299,0.7443612103727503,0.6142539978027344,0.6117435693740845
44,0.7438355298283081,0.7447218306396092,0.6095982193946838,0.6085279583930969
45,0.7456936521763565,0.7470002950529456,0.6067933440208435,0.6041913032531738
46,0.7460975918172367,0.7467708094285808,0.6021690964698792,0.6026064157485962
47,0.746877370950066,0.747188801101531,0.6002845168113708,0.598964512348175
48,0.7471372973276759,0.7479182375504049,0.5968916416168213,0.5962586402893066
49,0.7492658836091831,0.7498278857817264,0.5942920446395874,0.5927625894546509
50,0.749676848287296,0.7501229387273383,0.5904366970062256,0.5900766253471375
51,0.7501475257818866,0.7513031505097859,0.5877349972724915,0.5868772268295288
52,0.7507481664652823,0.7519178441464774,0.5848603248596191,0.5838950276374817
53,0.7510397055104392,0.7518522768252303,0.5816980004310608,0.5821719765663147
54,0.7520126731671678,0.7531308395895485,0.5796636939048767,0.5787802934646606
55,0.7534106555764746,0.7542618758810609,0.5765204429626465,0.5760392546653748
56,0.7555954421558434,0.7565485362095532,0.5738718509674072,0.5734867453575134
57,0.757404389243263,0.7579664295315215,0.5709348320960999,0.5707210302352905
58,0.757344676426785,0.7579746254466774,0.5681914687156677,0.5683737993240356
59,0.7581139180037654,0.7585155558469658,0.5659770369529724,0.5657359957695007
60,0.7587461713547082,0.7592367963806839,0.5629388093948364,0.5631672143936157
61,0.759329249445022,0.7600072124053372,0.5603317022323608,0.5605422854423523
62,0.7609836457133223,0.7615726322001115,0.5579162836074829,0.5579894781112671
63,0.7620303762609942,0.7624250073763237,0.5549906492233276,0.555067777633667
64,0.7631684322926912,0.7638019211225126,0.5521727204322815,0.5524871945381165
65,0.7635583218591059,0.763908468019539,0.5497796535491943,0.5504674315452576
66,0.7647350155955827,0.7653509490869751,0.5473501682281494,0.547562301158905
67,0.7657852586618709,0.7656787856932105,0.5447648763656616,0.5453957915306091
68,0.7663964369011156,0.7663426548208373,0.54218590259552,0.542950451374054
69,0.7676398684913031,0.7669737402878405,0.5399421453475952,0.5409196019172668
70,0.7681316210975918,0.7685309641674589,0.537636399269104,0.5387002229690552
71,0.7676082558237559,0.7673507523850113,0.5358074903488159,0.5393324494361877
72,0.7643240509174699,0.7651050716322985,0.5355867147445679,0.5437041521072388
73,0.7503442268244022,0.7494918532603351,0.541667103767395,0.5660732388496399
74,0.7491886081996234,0.7488525718781759,0.5610302686691284,0.5714439153671265
75,0.7645207519599854,0.763982231255942,0.5706232786178589,0.5417118072509766
76,0.770621996796583,0.7700636003016097,0.537544310092926,0.5327946543693542
77,0.7596137634529463,0.7597203553748811,0.5288840532302856,0.5493588447570801
78,0.7733512237614859,0.7731042848244435,0.5477850437164307,0.5297119617462158
79,0.7713877258549471,0.770907779562666,0.5254701375961304,0.5296057462692261
80,0.7673026667041335,0.7680556010884175,0.5251900553703308,0.5353030562400818
81,0.7786340517604743,0.7780710094089106,0.5333502292633057,0.5180705785751343
82,0.7719778289824936,0.7715552568599809,0.5145264267921448,0.527003824710846
83,0.7747983814314215,0.7741615578795529,0.5225428342819214,0.5218724012374878
84,0.7809066513052519,0.7803166901616234,0.5192077159881592,0.5119970440864563
85,0.775265546407396,0.7745959413828148,0.5084443688392639,0.5219149589538574
86,0.7798809958692781,0.7795708618824377,0.517110288143158,0.5109919309616089
87,0.7818409812572007,0.7807592695800413,0.5079169869422913,0.5076361894607544
88,0.7796561946778318,0.778685703045602,0.5043591856956482,0.5137946605682373
